id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-815,The mediating role of training utility in the relationship between training needs assessment and organizational effectiveness. The,W. Eerde; K.C. Simon Tang; G. Talbot,2008,2008,Journal article,,https://web.archive.org/web/20220528163848/https://na.weshareresearch.com/resources/single-record/?pdb=815,Articles and Chapters,en,International Journal of Human Resources,,https://doi.org/10.1080/09585190701763917,63–73,19,,,,https://web.archive.org/web/20220528163848/https://na.weshareresearch.com/resources/single-record/?pdb=815; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Eerde"", ""author_0_given"": ""W."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""The mediating role of training utility in the relationship between training needs assessment and organizational effectiveness. The"", ""type"": ""article-journal"", ""journal"": ""International Journal of Human Resources"", ""volume"": ""19"", ""issue"": """", ""page"": ""63–73"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1080/09585190701763917"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Simon Tang"", ""author_1_given"": ""K.C."", ""author_2_family"": ""Talbot"", ""author_2_given"": ""G."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-611,The myth of meeting needs in adult education and community development,Armstrong P,1982,1982,Journal article,,https://web.archive.org/web/20250112200334/https://na.weshareresearch.com/resources/single-record/?pdb=611,Articles and Chapters,en,Critical Social Policy,,https://doi.org/10.1177/026101838200200507,24–37,2,5,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112200334/https://na.weshareresearch.com/resources/single-record/?pdb=611,Reference details recovered,"{""author_0_family"": ""P"", ""author_0_given"": ""Armstrong"", ""issued_date_parts_0_0"": ""1982"", ""title"": ""The myth of meeting needs in adult education and community development"", ""type"": ""article-journal"", ""journal"": ""Critical Social Policy"", ""volume"": ""2"", ""issue"": ""5"", ""page"": ""24–37"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1177/026101838200200507"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-770,The need for needs assessment in continuing education,Norman,2004,2004,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=770,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-765,The objective assessment of general practitioners’ educational needs: an under-researched area?,P. Myers,1999,1999,Journal article,,http://web.archive.org/web/20221006234534/https://na.weshareresearch.com/resources/single-record/?pdb=765,Articles and Chapters,en,British Journal of General Practice,,https://doi.org/10.1093/fampra/cmaa022,303–307,49,,,,http://web.archive.org/web/20221006234534/https://na.weshareresearch.com/resources/single-record/?pdb=765; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Myers"", ""author_0_given"": ""P."", ""issued_date_parts_0_0"": ""1999"", ""title"": ""The objective assessment of general practitioners’ educational needs: an under-researched area?"", ""type"": ""article-journal"", ""journal"": ""British Journal of General Practice"", ""volume"": ""49"", ""issue"": """", ""page"": ""303–307"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1093/fampra/cmaa022"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-739,The role of needs assessment in program planning and evaluation,,1978,1978,Journal article,,http://web.archive.org/web/20250112212517/https://na.weshareresearch.com/resources/single-record/?pdb=739,Articles and Chapters,en,Journal of Special Education.12:143-151,,https://doi.org/10.1016/j.evalprogplan.2012.10.001,,,,,,http://web.archive.org/web/20250112212517/https://na.weshareresearch.com/resources/single-record/?pdb=739; https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1,Reference details recovered,"{""author_0_family"": """", ""author_0_given"": """", ""issued_date_parts_0_0"": ""1978"", ""title"": ""The role of needs assessment in program planning and evaluation"", ""type"": ""article-journal"", ""journal"": ""Journal of Special Education.12:143-151"", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1016/j.evalprogplan.2012.10.001"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-617,The role of needs assessment in the design of employee assistance programs,Berman,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=617,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-607,Title unavailable (reference-607),Altschuld,1986,1986,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=607,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,"{""original_title"": ""na.weshareresearch.com/resources/single-record/?pdb=607"", ""metadata"": """"}"
reference-625,Title unavailable (reference-625),Brinkerhoff,1986,1986,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=625,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,"{""original_title"": ""na.weshareresearch.com/resources/single-record/?pdb=625"", ""metadata"": """"}"
reference-637,Title unavailable (reference-637),,,,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=637,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250624183937/https://na.weshareresearch.com/resources/articles/?listpage=11&instance=1,Listing only,"{""original_title"": ""na.weshareresearch.com/resources/single-record/?pdb=637"", ""metadata"": """"}"
reference-681,Title unavailable (reference-681),Hazucha,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=681,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,"{""original_title"": ""na.weshareresearch.com/resources/single-record/?pdb=681"", ""metadata"": """"}"
reference-870,Title unavailable (reference-870),Kaufman,2001,2001,Book,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=870,Books,,,,,,,,,,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Listing only,"{""original_title"": ""na.weshareresearch.com/resources/single-record/?pdb=870"", ""metadata"": """"}"
reference-653,To infinity and beyond: using a narrative approach to identify training needs for unknown and dynamic situations,Dachner,2013,2013,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=653,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-659,To train or not to train? ... an essential question,Dolliver,1993,1993,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=659,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-832,Towards 'Internationalizing,Watts,1985,1985,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=832,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-933,Towards 'Internationalizing,Watts,1985,1985,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=933,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-599,Training and development needs assessment: a practical model for partner institutes,Ridha Al-Khayyat,1998,1998,Journal article,,http://web.archive.org/web/20221006235701/https://na.weshareresearch.com/resources/single-record/?pdb=599,Articles and Chapters,en,Journal of European Industrial Training,,https://doi.org/10.1108/03090599810197658,18–27,22,1,,,http://web.archive.org/web/20221006235701/https://na.weshareresearch.com/resources/single-record/?pdb=599; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Al-Khayyat"", ""author_0_given"": ""Ridha"", ""issued_date_parts_0_0"": ""1998"", ""title"": ""Training and development needs assessment: a practical model for partner institutes"", ""type"": ""article-journal"", ""journal"": ""Journal of European Industrial Training"", ""volume"": ""22"", ""issue"": ""1"", ""page"": ""18–27"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1108/03090599810197658"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-880,Training for impact: How to link training to business needs and measure the results,D. Robinson; C. Robinson,1989,1989,Book,,http://web.archive.org/web/20230204222218/https://na.weshareresearch.com/resources/single-record/?pdb=880,Books,en,,Jossey-Bass,,,,,,,http://web.archive.org/web/20230204222218/https://na.weshareresearch.com/resources/single-record/?pdb=880; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Robinson"", ""author_0_given"": ""D."", ""issued_date_parts_0_0"": ""1989"", ""title"": ""Training for impact: How to link training to business needs and measure the results"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Jossey-Bass"", ""publisher_place"": ""San Francisco, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Robinson"", ""author_1_given"": ""C."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-675,Training needs analysis: an evaluation framework,Gould,2004,2004,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=675,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-760,Training needs analysis: Review and critique,M. Moore; P. Dutton,1978,1978,Journal article,,https://web.archive.org/web/20250112214744/https://na.weshareresearch.com/resources/single-record/?pdb=760,Articles and Chapters,en,Academy of Management. The Academy of Management Review,,https://doi.org/10.5465/amr.1978.4305749,532,3,,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112214744/https://na.weshareresearch.com/resources/single-record/?pdb=760,Reference details recovered,"{""author_0_family"": ""Moore"", ""author_0_given"": ""M."", ""issued_date_parts_0_0"": ""1978"", ""title"": ""Training needs analysis: Review and critique"", ""type"": ""article-journal"", ""journal"": ""Academy of Management. The Academy of Management Review"", ""volume"": ""3"", ""issue"": """", ""page"": ""532"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.5465/amr.1978.4305749"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Dutton"", ""author_1_given"": ""P."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": ""7"", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
